ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
3191,454.3,514.2,535.7,340.0
3192,519.3,645.7,549.4,680.0
3193,510.2,575.4,384.8,380.0
3194,519.5,568.9,458.2,420.0
3195,634.1,694.6,761.3,560.0
3196,385.4,512.1,621.0,620.0
3197,406.8,561.9,434.7,260.0
3198,431.0,415.4,453.0,300.0
3199,442.4,540.7,472.4,600.0
3200,547.9,632.4,649.8,540.0
3201,484.1,540.2,566.6,580.0
3202,525.5,579.8,512.4,660.0
3203,497.0,626.3,530.9,660.0
3204,654.6,662.2,607.9,760.0
3205,587.5,640.3,655.7,580.0
3206,487.8,575.2,620.0,0.0
3207,405.4,486.8,455.7,560.0
3208,463.0,598.0,654.5,600.0
3209,584.6,660.9,535.7,400.0
3210,424.1,420.8,382.6,300.0
3211,576.9,659.3,637.9,560.0
3212,498.6,624.0,396.7,720.0
3213,699.7,743.5,740.0,800.0
3214,546.1,653.8,560.8,840.0
3215,540.4,555.7,618.3,700.0
3216,506.0,526.4,483.6,540.0
3217,490.7,658.2,607.6,560.0
3218,562.3,524.3,533.2,400.0
3219,447.1,509.3,552.8,660.0
3220,495.5,553.9,560.7,560.0
3221,503.5,584.5,447.9,640.0
3222,448.7,498.6,421.4,440.0
3223,518.7,628.9,464.6,720.0
3224,528.5,656.2,628.0,320.0
3225,412.0,563.4,473.9,440.0
3226,649.0,732.2,803.7,720.0
3227,436.6,616.1,506.5,600.0
3228,477.5,635.4,538.8,740.0
3229,367.4,479.6,554.7,560.0
3230,409.0,489.5,493.2,560.0
3231,489.7,647.4,712.2,920.0
3232,457.7,600.0,423.1,680.0
3233,397.7,415.5,421.7,340.0
3234,563.1,589.0,493.5,640.0
3235,499.1,577.9,499.1,520.0
3236,607.1,622.2,644.7,560.0
3237,387.4,638.4,490.8,560.0
3238,559.0,563.5,460.4,660.0
3239,388.2,534.2,589.9,360.0
3240,428.6,551.6,578.0,600.0
3241,467.2,653.4,669.3,560.0
3242,494.7,414.4,561.4,480.0
3243,522.0,542.0,431.2,360.0
3244,409.9,440.2,407.0,520.0
3245,431.8,556.4,542.2,340.0
3246,505.1,645.3,602.4,760.0
3247,461.7,578.2,530.3,540.0
3248,444.3,636.1,663.2,680.0
3249,538.6,634.5,443.0,720.0
3250,463.9,452.0,486.6,300.0
3251,610.7,622.0,492.1,600.0
3252,446.1,404.0,435.3,320.0
3253,512.9,616.7,654.5,680.0
3254,539.6,612.9,680.8,340.0
3255,513.3,571.8,518.9,560.0
3256,505.3,613.5,561.8,620.0
3257,420.7,529.2,425.8,260.0
3258,605.1,627.4,654.5,460.0
3259,621.2,664.5,513.0,880.0
3260,570.8,478.9,505.3,400.0
3261,526.1,655.4,567.0,520.0
3262,445.6,469.7,446.7,300.0
3263,568.5,617.7,619.8,340.0
3264,478.4,575.9,552.6,580.0
3265,407.9,592.5,492.2,520.0
3266,547.0,684.2,741.6,820.0
3267,537.1,532.4,447.2,360.0
3268,445.8,483.7,450.9,540.0
3269,557.8,654.4,534.7,480.0
3270,611.1,616.9,595.9,500.0
3271,452.9,561.7,429.5,420.0
3272,603.9,660.1,538.4,500.0
3273,481.9,581.6,668.9,620.0
3274,481.2,437.0,556.9,520.0
3275,585.7,543.2,485.6,860.0
3276,643.3,613.7,587.1,740.0
3277,544.5,637.1,523.2,360.0
3278,435.8,487.2,526.2,520.0
3279,442.5,530.0,392.6,280.0
3280,446.4,662.0,470.7,540.0
3281,609.1,653.3,713.2,460.0
3282,604.8,627.4,672.7,640.0
3283,464.7,494.5,384.5,300.0
3284,427.1,491.4,411.8,280.0
3285,395.9,493.8,520.3,520.0
3286,493.0,593.7,524.9,740.0
3287,436.5,398.5,415.5,320.0
3288,566.9,630.2,422.5,660.0
3289,391.9,420.6,660.1,600.0
3290,462.8,581.6,490.5,320.0
3291,557.0,618.4,396.7,600.0
3292,408.6,545.5,510.1,320.0
3293,560.5,451.3,505.5,320.0
3294,424.1,515.8,489.0,780.0
3295,419.0,571.7,525.0,560.0
3296,479.1,611.6,651.1,840.0
3297,538.5,622.5,602.4,380.0
3298,477.5,491.4,538.5,300.0
3299,568.5,613.4,574.6,640.0
3300,496.3,597.7,504.1,340.0
3301,533.3,460.2,395.1,280.0
3302,391.4,570.9,445.3,580.0
3303,507.6,509.2,432.1,520.0
3304,396.7,561.9,493.8,300.0
3305,500.4,706.7,649.8,580.0
3306,452.1,640.2,563.1,600.0
3307,456.2,595.2,560.2,460.0
3308,424.1,532.3,628.7,380.0
3309,475.9,623.8,453.1,480.0
3310,492.4,628.2,527.5,440.0
3311,487.2,627.5,382.4,760.0
3312,575.1,652.4,720.8,700.0
3313,541.2,547.1,413.2,340.0
3314,716.2,717.1,875.7,920.0
3315,433.1,587.4,681.9,560.0
3316,508.0,652.4,494.8,360.0
3317,568.8,638.7,666.2,520.0
3318,511.4,646.2,493.1,400.0
3319,561.8,616.2,443.9,360.0
3320,401.8,642.0,482.1,600.0
3321,423.1,596.8,497.2,520.0
3322,474.9,618.1,650.6,520.0
3323,516.0,650.5,634.8,380.0
3324,472.6,510.4,467.5,800.0
3325,403.9,634.6,527.6,620.0
3326,407.4,590.4,486.5,380.0
3327,460.1,646.6,555.9,600.0
3328,563.3,575.2,590.0,580.0
3329,421.1,586.8,576.3,380.0
3330,559.5,439.6,490.5,520.0
3331,405.1,504.4,376.2,520.0
3332,554.8,679.3,697.3,640.0
3333,513.8,580.9,531.3,360.0
3334,610.1,667.9,610.5,940.0
3335,531.1,578.8,494.5,660.0
3336,450.5,582.9,526.8,540.0
3337,412.9,511.6,535.9,300.0
3338,563.4,588.5,631.3,560.0
3339,663.9,688.9,809.6,920.0
3340,459.4,618.4,633.4,600.0
3341,545.5,653.7,412.9,560.0
3342,557.7,565.5,458.3,720.0
3343,407.1,421.3,571.9,380.0
3344,447.5,579.7,437.4,700.0
3345,601.8,666.6,549.0,460.0
3346,591.1,626.6,721.2,360.0
3347,408.5,589.6,526.7,540.0
3348,633.9,649.7,582.7,800.0
3349,419.9,456.8,403.2,300.0
3350,379.5,470.5,379.4,260.0
3351,562.1,568.4,489.9,660.0
3352,489.0,617.0,582.5,780.0
3353,501.3,569.8,539.3,680.0
3354,520.5,663.6,695.7,680.0
3355,535.4,577.8,637.1,420.0
3356,408.5,530.6,454.9,280.0
3357,550.0,416.3,468.7,320.0
3358,517.1,618.4,503.0,600.0
3359,573.1,638.0,473.9,960.0
3360,445.4,537.2,439.2,360.0
3361,593.9,622.3,667.7,680.0
3362,392.4,530.2,462.9,240.0
3363,488.1,531.4,406.8,300.0
3364,408.6,524.7,531.7,500.0
3365,411.5,555.1,470.7,280.0
3366,569.4,617.6,548.0,560.0
3367,529.9,652.2,547.9,320.0
3368,654.8,696.9,677.3,840.0
3369,421.2,503.2,539.3,300.0
3370,448.5,480.8,447.6,320.0
3371,575.9,653.1,611.2,620.0
3372,696.8,680.9,769.9,880.0
3373,514.9,640.6,708.9,580.0
3374,409.0,565.8,559.2,520.0
3375,505.0,618.1,537.9,340.0
3376,537.4,639.6,424.6,520.0
3377,434.3,504.0,423.7,280.0
3378,533.3,533.7,515.9,600.0
3379,576.8,669.5,629.7,800.0
3380,426.0,501.7,394.6,480.0
3381,511.6,639.7,676.4,680.0
3382,447.1,549.1,549.4,540.0
3383,491.7,616.8,548.1,620.0
3384,646.2,658.2,756.7,880.0
3385,446.4,545.2,448.4,320.0
3386,551.2,551.8,587.6,720.0
3387,496.1,593.5,447.9,320.0
3388,424.0,595.5,559.5,360.0
3389,463.7,648.3,682.4,600.0
3390,487.0,499.1,429.5,260.0
3391,538.1,619.4,523.9,360.0
3392,454.8,470.9,451.9,380.0
3393,494.4,635.6,566.3,580.0
3394,551.2,595.3,517.8,460.0
3395,567.3,631.7,508.7,920.0
3396,576.3,626.7,703.1,600.0
3397,444.0,460.6,377.3,300.0
3398,559.7,487.9,476.2,580.0
3399,415.7,592.1,434.5,340.0
3400,420.8,530.7,505.0,320.0
3401,396.6,545.3,475.7,580.0
3402,603.2,644.6,706.2,600.0
3403,490.8,502.0,501.9,420.0
3404,530.8,612.1,528.8,600.0
3405,571.4,635.7,722.3,780.0
3406,606.8,613.3,719.0,560.0
3407,473.2,613.0,417.8,380.0
3408,491.0,640.7,439.5,400.0
3409,561.9,621.8,603.4,680.0
3410,431.7,630.9,482.7,640.0
3411,393.1,512.3,465.3,340.0
3412,496.4,434.1,396.8,320.0
3413,522.5,576.9,522.7,720.0
3414,453.6,632.2,585.8,720.0
3415,379.7,488.0,481.5,720.0
3416,486.7,552.9,470.8,520.0
3417,496.4,628.2,697.8,580.0
3418,374.6,568.5,402.1,500.0
3419,430.8,546.5,517.1,420.0
3420,423.5,510.0,487.3,300.0
3421,409.5,552.5,477.0,780.0
3422,430.1,620.6,455.0,560.0
3423,414.0,507.5,387.9,380.0
3424,391.7,603.6,470.3,580.0
3425,459.0,665.5,624.3,500.0
3426,573.3,693.6,717.8,780.0
3427,489.5,613.4,498.1,360.0
3428,513.3,638.1,668.5,700.0
3429,490.3,510.5,553.8,680.0
3430,479.7,562.6,405.0,300.0
3431,436.6,470.6,393.2,500.0
3432,461.4,598.5,580.4,540.0
3433,508.9,601.5,436.8,540.0
3434,506.4,602.9,593.3,380.0
3435,507.1,586.4,544.7,400.0
3436,495.0,657.0,555.6,680.0
3437,471.5,530.9,534.8,360.0
3438,433.8,611.8,461.9,0.0
3439,508.2,434.1,502.5,480.0
3440,487.9,626.5,710.5,720.0
3441,460.2,563.2,497.0,300.0
3442,628.4,675.2,753.7,840.0
3443,616.5,620.1,447.8,540.0
3444,512.4,667.6,691.7,660.0
3445,391.8,499.9,386.0,480.0
3446,480.2,523.2,444.0,300.0
3447,539.1,618.8,568.2,380.0
3448,625.5,660.9,690.0,820.0
3449,430.1,526.6,469.3,520.0
3450,412.1,609.5,554.0,520.0
3451,510.7,534.7,405.6,360.0
3452,578.7,665.0,693.1,660.0
3453,518.9,601.9,498.7,680.0
3454,623.7,659.5,601.0,440.0
3455,641.1,702.1,692.0,640.0
3456,503.2,535.6,468.2,340.0
3457,623.9,699.3,702.4,660.0
3458,465.9,651.7,459.7,560.0
3459,408.6,460.2,401.2,160.0
3460,470.2,463.0,550.4,360.0
3461,606.2,663.5,676.8,780.0
3462,491.0,683.8,715.1,620.0
3463,551.2,611.2,445.2,560.0
3464,569.7,657.5,741.0,740.0
3465,685.9,707.8,625.4,920.0
3466,432.1,427.1,374.7,500.0
3467,591.7,632.0,561.5,360.0
3468,532.8,643.9,553.7,620.0
3469,451.9,428.9,647.7,320.0
3470,486.7,604.4,448.6,340.0
3471,503.9,503.4,548.3,580.0
3472,704.1,741.7,790.1,960.0
3473,470.6,633.6,475.5,560.0
3474,410.0,481.6,446.9,320.0
3475,507.5,557.5,553.7,860.0
3476,582.8,654.4,570.2,800.0
3477,419.3,498.2,567.4,560.0
3478,445.0,520.2,535.9,400.0
3479,576.6,515.9,423.6,560.0
3480,485.9,624.8,609.3,380.0
3481,428.9,561.5,560.3,520.0
3482,522.3,658.2,701.0,640.0
3483,470.5,453.8,470.5,340.0
3484,515.6,588.2,593.8,560.0
3485,664.9,681.6,730.6,960.0
3486,444.3,441.1,425.3,280.0
3487,430.8,617.1,658.7,560.0
3488,518.6,525.8,485.0,660.0
3489,394.4,533.2,490.3,560.0
3490,455.2,555.6,430.2,320.0
3491,525.3,634.2,443.9,560.0
3492,430.5,595.5,592.3,360.0
3493,405.0,419.3,437.8,280.0
3494,710.6,732.3,775.1,940.0
3495,452.3,597.7,497.2,420.0
3496,405.4,548.5,615.5,280.0
3497,639.7,667.3,721.4,700.0
3498,500.8,608.1,566.9,460.0
3499,381.6,419.5,504.2,360.0
3500,376.0,517.3,389.0,480.0
3501,515.1,464.0,466.8,480.0
3502,520.6,597.7,563.9,360.0
3503,562.2,460.8,459.3,440.0
3504,448.4,552.4,447.1,360.0
3505,398.3,551.6,450.7,580.0
3506,510.3,559.9,379.0,760.0
3507,399.5,671.2,671.9,560.0
3508,534.7,457.7,484.1,480.0
3509,614.3,601.3,486.6,820.0
3510,577.5,639.1,678.4,620.0
3511,557.0,598.4,547.7,600.0
3512,491.2,598.9,558.3,560.0
3513,563.0,569.9,431.8,500.0
3514,404.2,504.6,375.7,360.0
3515,381.2,495.9,489.6,600.0
3516,500.8,450.1,546.3,360.0
3517,607.1,589.5,661.3,600.0
3518,431.7,582.5,573.4,480.0
3519,502.0,613.6,620.7,480.0
3520,538.4,513.0,581.0,260.0
3521,585.0,671.0,686.0,700.0
3522,605.5,684.6,633.3,640.0
3523,497.2,520.0,545.3,500.0
3524,511.7,538.0,473.7,500.0
3525,593.0,672.2,787.2,800.0
3526,400.3,653.7,682.0,680.0
3527,478.8,595.8,536.0,480.0
3528,521.1,642.2,601.0,480.0
3529,612.9,646.9,592.2,680.0
3530,572.6,487.2,381.7,380.0
3531,532.3,633.9,711.3,580.0
3532,418.4,408.1,379.9,360.0
3533,572.8,642.7,559.8,580.0
3534,506.1,592.3,537.8,320.0
3535,397.2,485.8,410.9,500.0
3536,505.0,620.7,671.6,600.0
3537,475.4,640.4,566.2,560.0
3538,425.4,516.8,587.0,560.0
3539,630.1,658.4,656.6,460.0
3540,556.7,662.1,508.9,620.0
3541,491.5,454.9,544.8,320.0
3542,402.8,453.1,549.3,340.0
3543,459.7,405.1,508.5,360.0
3544,413.6,424.5,548.6,320.0
3545,471.2,507.9,435.0,260.0
3546,565.0,712.6,677.7,620.0
3547,460.6,585.8,525.4,360.0
3548,640.1,671.7,634.0,640.0
3549,412.5,601.2,579.0,620.0
3550,414.6,597.1,589.3,580.0
3551,511.7,568.9,495.2,580.0
3552,480.1,611.5,376.9,640.0
3553,470.0,546.9,549.5,280.0
3554,446.5,565.5,491.5,320.0
3555,416.5,514.0,388.2,0.0
3556,438.8,492.3,499.8,580.0
3557,407.1,511.3,498.2,500.0
3558,595.9,649.4,511.5,480.0
3559,425.9,505.5,458.2,600.0
3560,460.5,520.0,421.4,340.0
3561,560.5,603.0,696.1,600.0
3562,463.3,612.9,496.3,540.0
3563,382.4,486.1,617.7,300.0
3564,399.7,436.8,467.3,280.0
3565,608.6,689.0,714.3,720.0
3566,544.0,634.6,487.4,720.0
3567,504.0,567.7,441.7,620.0
3568,409.7,507.7,390.4,0.0
3569,446.6,510.6,469.0,280.0
3570,469.2,580.7,491.6,500.0
3571,520.8,610.6,477.1,300.0
3572,624.2,651.6,535.0,680.0
3573,492.0,400.2,428.5,0.0
3574,542.6,524.9,565.4,360.0
3575,536.7,579.2,542.9,760.0
3576,555.9,646.9,676.5,540.0
3577,490.8,539.0,442.9,320.0
3578,483.6,651.1,627.6,640.0
3579,445.8,587.2,489.2,500.0
3580,542.3,654.8,564.8,280.0
3581,556.8,630.6,520.5,320.0
3582,373.5,411.9,498.5,340.0
3583,545.3,622.2,698.7,520.0
3584,653.9,642.2,746.7,620.0
3585,511.4,541.6,490.7,260.0
3586,439.7,444.4,556.7,500.0
3587,483.4,671.5,556.6,920.0
3588,588.8,610.0,487.0,440.0
3589,448.4,475.1,491.9,340.0
3590,480.8,611.6,524.1,560.0
3591,482.4,588.7,431.3,400.0
3592,510.9,592.4,437.6,400.0
3593,418.2,586.4,609.5,540.0
3594,508.9,495.8,386.7,320.0
3595,455.3,550.4,386.6,280.0
3596,571.1,640.8,707.8,360.0
3597,618.6,651.4,661.1,920.0
3598,457.0,575.4,451.5,560.0
3599,530.1,638.9,588.9,460.0
3600,546.2,561.5,599.9,380.0
3601,454.7,436.7,510.9,480.0
3602,562.7,625.2,634.1,600.0
3603,409.8,462.9,424.4,480.0
3604,458.0,463.8,375.9,340.0
3605,511.3,624.7,427.9,620.0
3606,490.7,483.7,484.8,320.0
3607,451.3,534.5,549.2,320.0
3608,442.6,481.5,518.4,320.0
3609,382.7,569.1,520.0,420.0
3610,457.7,673.9,806.4,840.0
3611,391.1,553.6,407.1,560.0
3612,457.2,482.5,533.0,380.0
3613,414.3,534.9,498.7,560.0
3614,445.2,509.8,472.1,0.0
3615,468.6,610.4,641.6,520.0
3616,455.4,500.2,416.9,300.0
3617,645.3,687.7,776.5,900.0
3618,454.0,449.4,479.1,360.0
3619,474.8,632.2,675.7,600.0
3620,448.9,409.8,439.2,480.0
3621,461.7,618.6,559.6,760.0
3622,436.9,622.7,427.4,500.0
3623,446.9,502.3,556.1,220.0
3624,456.6,626.0,498.2,560.0
3625,507.8,604.1,549.5,360.0
3626,454.5,535.9,467.1,380.0
3627,562.7,569.1,550.8,600.0
3628,510.1,620.3,550.2,520.0
3629,459.6,601.3,581.1,560.0
3630,411.5,599.5,405.9,560.0
3631,463.6,642.0,738.5,720.0
3632,516.0,663.1,499.0,660.0
3633,680.9,705.7,764.9,600.0
3634,503.6,537.8,530.9,440.0
3635,419.8,613.0,693.9,360.0
3636,622.9,651.4,684.1,840.0
3637,551.7,580.8,543.3,560.0
3638,595.1,638.5,591.3,700.0
3639,498.7,647.6,581.6,420.0
3640,536.3,677.5,705.8,620.0
3641,535.2,659.0,672.5,560.0
3642,513.7,543.4,564.0,560.0
3643,539.3,577.2,492.9,320.0
3644,610.8,672.0,653.1,600.0
3645,587.6,703.6,686.9,800.0
3646,435.3,513.6,450.4,580.0
3647,582.1,529.0,447.2,360.0
3648,480.0,654.5,474.4,560.0
3649,449.0,617.8,617.7,320.0
3650,628.1,675.0,667.0,960.0
3651,553.6,630.4,535.1,500.0
3652,431.4,401.6,424.2,0.0
3653,504.7,589.4,665.9,640.0
3654,636.8,676.3,746.6,860.0
3655,434.6,425.7,454.8,260.0
3656,601.1,665.9,649.0,800.0
3657,406.1,501.0,515.6,540.0
3658,372.3,460.3,520.1,400.0
3659,552.6,632.9,630.6,400.0
3660,587.6,660.4,596.6,620.0
3661,478.1,456.2,411.6,540.0
3662,489.8,630.2,482.7,0.0
3663,492.6,615.1,446.6,800.0
3664,469.8,433.2,433.0,540.0
3665,598.5,656.9,399.4,740.0
3666,405.5,492.5,396.1,360.0
3667,505.1,551.1,427.9,360.0
3668,511.2,583.9,445.6,520.0
3669,445.1,513.5,390.9,500.0
3670,597.9,552.4,432.9,800.0
3671,621.6,712.5,657.7,700.0
3672,409.2,580.0,400.4,360.0
3673,492.4,606.0,598.3,620.0
3674,507.8,621.6,436.8,340.0
3675,469.0,636.3,538.6,760.0
3676,416.6,467.5,387.1,260.0
3677,513.7,703.4,772.4,760.0
3678,477.9,572.8,510.8,600.0
3679,455.5,529.3,451.0,320.0
3680,557.0,654.2,614.9,680.0
3681,574.1,578.9,601.0,540.0
3682,597.5,647.8,640.4,560.0
3683,450.6,461.4,434.3,0.0
3684,588.4,642.4,516.0,560.0
3685,488.0,667.0,571.3,580.0
3686,470.3,677.0,734.7,680.0
3687,512.8,445.8,483.2,700.0
3688,514.2,590.8,524.4,600.0
3689,432.8,573.0,403.3,620.0
3690,424.8,556.6,429.5,320.0
3691,506.6,589.2,607.3,600.0
3692,619.1,672.1,694.4,920.0
3693,588.7,679.4,735.2,520.0
3694,555.3,634.1,472.3,680.0
3695,532.2,646.4,496.1,540.0
3696,494.5,504.5,427.2,360.0
3697,578.5,510.1,577.5,360.0
3698,466.9,427.7,439.0,380.0
3699,492.7,612.0,421.1,540.0
3700,443.0,573.4,581.1,300.0
3701,519.0,582.6,544.9,380.0
3702,477.4,637.0,488.5,360.0
3703,673.9,713.9,793.6,860.0
3704,517.8,629.3,554.9,460.0
3705,616.7,650.7,647.8,720.0
3706,450.1,647.4,674.6,720.0
3707,430.1,536.2,469.2,240.0
3708,493.0,615.0,462.1,360.0
3709,530.9,631.6,581.9,680.0
3710,454.6,658.1,681.5,640.0
3711,405.2,414.3,396.9,380.0
3712,465.8,460.5,390.8,340.0
3713,567.0,611.3,640.9,800.0
3714,505.8,599.5,505.0,340.0
3715,483.5,614.2,600.3,560.0
3716,445.9,580.9,670.4,360.0
3717,655.7,648.2,619.8,920.0
3718,510.6,599.8,457.5,600.0
3719,489.1,663.6,662.4,720.0
3720,372.8,556.4,420.2,340.0
3721,427.5,518.9,525.9,320.0
3722,481.9,604.2,477.1,360.0
3723,397.6,558.0,477.4,480.0
3724,625.8,623.0,757.8,500.0
3725,570.7,611.3,618.1,420.0
3726,415.9,614.8,566.0,340.0
3727,540.9,567.2,545.0,320.0
3728,390.4,632.5,562.8,480.0
3729,591.5,632.4,693.0,640.0
3730,547.0,606.3,595.5,460.0
3731,489.4,625.8,546.3,660.0
3732,540.4,643.1,644.5,760.0
3733,411.7,654.7,689.2,740.0
3734,458.7,482.8,553.0,460.0
3735,405.0,540.6,433.9,600.0
3736,433.4,520.2,459.3,360.0
3737,489.9,489.2,546.4,580.0
3738,458.6,574.8,650.9,480.0
3739,458.8,576.2,415.1,600.0
3740,526.3,625.4,470.6,380.0
3741,397.8,569.1,639.8,880.0
3742,427.5,606.5,543.5,600.0
3743,540.4,658.0,599.0,580.0
3744,518.1,472.2,529.2,340.0
3745,551.2,634.8,604.8,720.0
3746,454.3,600.4,586.5,500.0
3747,554.7,636.3,635.7,480.0
3748,495.2,581.2,471.5,480.0
3749,570.5,669.2,602.9,600.0
3750,478.0,587.6,434.4,480.0
3751,481.9,518.4,454.2,540.0
3752,428.1,600.7,728.2,760.0
3753,539.2,655.6,517.3,620.0
3754,478.8,537.1,532.4,360.0
3755,372.4,398.5,437.8,560.0
3756,460.2,571.3,507.4,540.0
3757,478.8,571.5,381.5,640.0
3758,505.6,554.0,557.0,340.0
3759,646.9,667.0,923.6,720.0
3760,499.0,632.5,641.8,600.0
3761,667.1,680.0,768.7,920.0
3762,402.8,573.5,591.3,540.0
3763,589.7,643.7,560.7,580.0
3764,473.9,597.5,487.9,520.0
3765,645.1,692.2,791.0,780.0
3766,503.9,545.8,482.9,500.0
3767,543.2,522.1,646.0,740.0
3768,546.8,566.7,465.2,360.0
3769,487.6,586.9,509.6,400.0
3770,444.4,539.0,497.2,520.0
3771,470.9,403.3,448.7,520.0
3772,400.9,514.5,528.6,400.0
3773,418.6,420.1,438.4,180.0
3774,558.0,654.9,588.7,600.0
3775,499.3,627.2,523.2,480.0
3776,493.6,613.9,545.6,800.0
3777,621.6,668.8,565.6,920.0
3778,467.8,474.8,481.9,0.0
3779,434.6,588.6,490.6,360.0
3780,561.8,587.8,426.5,340.0
3781,558.4,475.6,400.3,460.0
3782,389.9,472.4,554.4,420.0
3783,449.9,415.6,545.2,300.0
3784,472.0,668.4,698.5,660.0
3785,429.2,583.6,464.5,680.0
3786,463.4,491.0,446.1,520.0
3787,567.3,584.0,431.1,560.0
3788,483.9,584.4,414.6,560.0
3789,488.5,504.4,463.7,400.0
3790,483.0,560.5,547.7,360.0
3791,505.6,617.3,561.7,560.0
3792,482.9,567.7,458.1,340.0
3793,471.8,578.2,494.3,560.0
3794,433.2,561.1,438.1,360.0
3795,553.5,638.6,610.5,520.0
3796,605.0,598.3,646.3,680.0
3797,432.2,542.7,459.4,820.0
3798,452.6,565.3,386.6,560.0
3799,519.2,637.0,642.2,660.0
3800,423.0,568.8,466.1,380.0
3801,581.1,606.7,595.9,560.0
3802,638.8,697.8,722.7,740.0
3803,670.8,722.4,742.5,920.0
3804,416.1,546.4,433.0,400.0
3805,610.9,709.9,761.1,780.0
3806,625.9,697.6,595.5,600.0
3807,483.8,550.9,556.3,320.0
3808,625.7,696.8,781.5,940.0
3809,437.6,584.0,635.8,480.0
3810,453.2,484.0,515.1,340.0
3811,470.3,549.4,570.7,580.0
3812,584.0,650.6,515.8,620.0
3813,455.4,472.5,413.4,340.0
3814,404.6,479.7,386.3,0.0
3815,582.8,642.7,713.9,720.0
3816,420.8,542.5,530.2,560.0
3817,499.7,561.6,416.3,540.0
3818,520.5,609.3,539.2,520.0
3819,437.7,481.2,427.3,420.0
3820,496.4,601.3,616.6,580.0
3821,431.7,617.0,565.0,0.0
3822,476.1,576.4,531.3,660.0
3823,425.9,551.8,623.1,280.0
3824,449.8,524.0,467.3,780.0
3825,515.7,445.7,461.1,300.0
3826,395.4,457.9,491.4,800.0
3827,474.1,639.7,430.0,400.0
3828,421.2,565.8,513.9,320.0
3829,538.4,622.4,481.2,420.0
3830,444.1,577.2,410.0,460.0
3831,437.2,579.2,633.5,340.0
3832,530.9,571.9,430.7,380.0
3833,527.8,617.9,579.3,380.0
3834,471.7,482.2,479.1,280.0
3835,594.3,561.2,592.5,700.0
3836,389.4,489.6,539.6,520.0
3837,567.9,669.4,631.7,780.0
3838,761.0,722.1,799.6,920.0
3839,389.8,403.5,495.9,280.0
3840,399.3,603.9,554.7,520.0
3841,488.6,647.0,746.5,560.0
3842,405.9,565.6,593.5,280.0
3843,465.3,580.2,498.5,400.0
3844,614.7,666.2,640.4,640.0
3845,0.0,0.0,0.0,320.0
3846,433.3,578.4,505.2,620.0
3847,448.5,490.1,483.1,620.0
3848,485.2,443.3,491.5,420.0
3849,544.0,593.0,474.8,560.0
3850,433.5,533.6,560.6,280.0
3851,458.8,627.0,569.4,780.0
3852,418.7,622.5,490.8,600.0
3853,598.0,645.2,753.5,760.0
3854,513.3,611.2,478.0,360.0
3855,708.7,727.5,781.9,920.0
3856,624.8,667.4,600.0,540.0
3857,423.4,616.2,577.6,600.0
3858,436.3,625.4,460.4,360.0
3859,448.8,569.9,528.7,540.0
3860,496.8,559.9,433.1,320.0
3861,402.2,543.2,471.9,600.0
3862,452.6,647.5,715.1,520.0
3863,387.6,494.1,475.7,500.0
3864,466.7,515.8,434.5,480.0
3865,419.3,417.5,494.5,580.0
3866,453.5,572.9,513.4,360.0
3867,386.3,655.5,537.9,520.0
3868,498.1,592.7,467.6,580.0
3869,478.7,448.8,632.8,480.0
3870,487.2,476.1,462.8,480.0
3871,421.6,488.1,510.6,600.0
3872,489.5,491.4,459.7,520.0
3873,490.0,544.8,568.5,340.0
3874,604.3,672.7,621.6,860.0
3875,416.9,421.3,529.3,360.0
3876,463.1,554.0,441.3,340.0
3877,411.6,675.2,461.7,600.0
3878,688.1,693.6,828.7,800.0
3879,597.8,469.9,699.9,780.0
3880,534.5,563.0,557.6,580.0
3881,384.9,448.2,377.9,280.0
3882,544.2,642.1,694.4,640.0
3883,461.7,614.3,405.8,400.0
3884,384.7,523.0,429.6,440.0
3885,547.7,474.0,549.9,500.0
3886,472.5,576.9,398.7,640.0
3887,399.7,416.6,401.5,280.0
3888,437.6,604.7,521.4,380.0
3889,403.2,447.9,404.8,500.0
3890,434.3,567.5,428.3,520.0
3891,451.8,628.8,477.5,420.0
3892,529.7,657.2,591.8,760.0
3893,382.3,468.1,451.1,320.0
3894,415.6,581.6,456.9,560.0
3895,472.2,433.3,434.9,320.0
3896,630.7,714.3,577.0,840.0
3897,495.7,598.0,593.8,360.0
3898,487.7,473.5,462.1,460.0
3899,627.4,657.9,755.9,720.0
3900,504.5,646.1,525.4,900.0
3901,461.9,540.6,482.0,540.0
3902,435.1,459.5,616.8,680.0
3903,462.5,450.5,511.4,500.0
3904,543.4,614.6,645.2,580.0
3905,548.7,623.2,513.8,600.0
3906,548.5,566.2,601.9,540.0
3907,411.6,532.1,436.5,0.0
3908,564.7,646.7,657.5,560.0
3909,475.1,460.7,534.9,560.0
3910,464.1,484.6,550.7,540.0
3911,494.8,595.3,468.2,840.0
3912,438.6,574.7,538.3,540.0
3913,475.4,565.6,466.6,580.0
3914,555.7,656.0,682.0,360.0
3915,471.6,574.6,392.2,340.0
3916,432.9,558.4,425.6,600.0
3917,518.1,606.7,459.1,680.0
3918,557.9,664.7,531.0,760.0
3919,516.8,554.3,572.0,540.0
3920,402.1,462.0,432.9,280.0
3921,605.1,653.5,533.2,760.0
3922,641.6,675.7,800.1,800.0
3923,412.4,407.9,471.9,280.0
3924,463.5,472.2,396.8,600.0
